1,409,1028.45,240.08,9.87,26.80,1,-1,-1,-1
1,408,1203.50,282.95,14.87,47.71,1,-1,-1,-1
1,407,1080.14,297.36,18.34,59.56,1,-1,-1,-1
1,406,1065.71,294.15,15.62,62.30,1,-1,-1,-1
1,405,1055.36,300.05,12.49,51.03,1,-1,-1,-1
1,404,297.52,379.08,38.64,68.99,1,-1,-1,-1
1,403,156.12,351.98,36.37,59.27,1,-1,-1,-1
1,402,302.06,337.69,32.90,58.62,1,-1,-1,-1
1,401,957.29,301.86,25.00,58.91,1,-1,-1,-1
1,400,357.83,383.58,31.29,75.34,1,-1,-1,-1
1,399,445.09,358.37,27.73,80.94,1,-1,-1,-1
1,398,1008.11,311.62,27.32,62.50,1,-1,-1,-1
2,410,454.56,334.87,27.03,71.92,1,-1,-1,-1
2,409,1025.71,238.59,11.89,29.31,1,-1,-1,-1
2,408,1207.63,277.46,23.34,59.27,1,-1,-1,-1
2,407,1084.25,294.81,23.79,66.90,1,-1,-1,-1
2,406,1066.97,292.97,18.24,65.45,1,-1,-1,-1
2,405,1063.54,301.43,10.27,47.71,1,-1,-1,-1
2,404,292.17,385.48,32.61,62.55,1,-1,-1,-1
2,403,153.68,351.78,37.85,59.06,1,-1,-1,-1
2,402,303.00,338.18,31.83,57.63,1,-1,-1,-1
2,401,961.33,303.36,26.30,58.65,1,-1,-1,-1
2,400,357.62,383.58,31.84,76.12,1,-1,-1,-1
2,399,438.09,366.14,25.70,73.13,1,-1,-1,-1
2,398,1016.54,311.32,25.22,58.66,1,-1,-1,-1
3,410,459.61,337.14,33.18,71.74,1,-1,-1,-1
3,409,1024.59,239.31,12.42,29.96,1,-1,-1,-1
3,408,1209.18,279.18,24.54,57.04,1,-1,-1,-1
3,407,1085.82,294.54,26.94,68.40,1,-1,-1,-1
3,406,1065.95,294.45,21.74,62.70,1,-1,-1,-1
3,405,1073.04,291.78,17.98,66.53,1,-1,-1,-1
3,404,275.45,383.96,30.96,64.34,1,-1,-1,-1
3,403,153.97,352.07,37.89,58.07,1,-1,-1,-1
3,402,304.28,337.80,31.67,57.71,1,-1,-1,-1
3,401,966.84,302.71,28.09,58.87,1,-1,-1,-1
3,400,359.81,381.06,29.31,68.44,1,-1,-1,-1
3,399,427.03,364.68,28.58,71.69,1,-1,-1,-1
3,398,1023.34,313.33,19.69,52.07,1,-1,-1,-1
4,409,1022.41,239.82,9.54,26.48,1,-1,-1,-1
4,408,1217.60,281.29,20.11,50.71,1,-1,-1,-1
4,407,1094.61,296.34,21.57,60.61,1,-1,-1,-1
4,406,1068.41,297.60,20.91,57.63,1,-1,-1,-1
4,405,1083.87,291.14,17.46,64.74,1,-1,-1,-1
4,404,268.22,382.03,33.20,66.69,1,-1,-1,-1
4,403,154.15,351.49,37.66,57.66,1,-1,-1,-1
4,402,304.79,338.37,30.74,58.23,1,-1,-1,-1
4,401,976.29,301.65,26.39,56.08,1,-1,-1,-1
4,400,361.01,379.32,28.62,55.60,1,-1,-1,-1
4,399,418.75,367.15,27.73,73.30,1,-1,-1,-1
4,398,1027.29,310.34,22.66,57.42,1,-1,-1,-1
5,410,482.61,335.12,28.30,67.34,1,-1,-1,-1
5,409,1020.89,240.24,8.28,24.91,1,-1,-1,-1
5,408,1223.89,282.76,17.71,47.66,1,-1,-1,-1
5,407,1104.78,295.73,23.25,63.39,1,-1,-1,-1
5,406,1077.94,299.98,16.55,51.12,1,-1,-1,-1
5,405,1089.65,288.47,22.62,72.35,1,-1,-1,-1
5,404,253.04,383.18,29.56,61.82,1,-1,-1,-1
5,403,154.03,351.59,37.50,57.26,1,-1,-1,-1
5,402,304.46,338.01,30.14,57.40,1,-1,-1,-1
5,401,982.18,302.16,28.31,57.66,1,-1,-1,-1
5,400,357.98,385.73,31.22,64.38,1,-1,-1,-1
5,399,406.44,368.37,29.23,77.05,1,-1,-1,-1
5,398,1032.18,309.18,23.86,60.60,1,-1,-1,-1
6,410,493.12,333.82,30.79,69.18,1,-1,-1,-1
6,408,1230.26,284.19,15.79,44.61,1,-1,-1,-1
6,407,1112.59,294.29,25.23,64.72,1,-1,-1,-1
6,406,1085.14,300.51,16.49,50.33,1,-1,-1,-1
6,405,1095.41,290.03,21.03,68.11,1,-1,-1,-1
6,404,244.22,385.35,29.11,64.25,1,-1,-1,-1
6,403,154.37,351.84,37.72,57.34,1,-1,-1,-1
6,402,304.09,338.38,30.24,57.53,1,-1,-1,-1
6,401,988.91,302.02,27.16,56.50,1,-1,-1,-1
6,400,356.58,384.64,32.62,70.88,1,-1,-1,-1
6,399,395.17,367.69,36.03,85.77,1,-1,-1,-1
6,398,1041.71,310.65,20.72,56.66,1,-1,-1,-1
7,410,503.40,332.73,28.99,69.12,1,-1,-1,-1
7,408,1235.88,284.47,14.71,43.35,1,-1,-1,-1
7,407,1117.78,296.15,21.77,61.56,1,-1,-1,-1
7,406,1090.46,300.64,15.77,49.87,1,-1,-1,-1
7,405,1102.54,290.92,19.41,66.28,1,-1,-1,-1
7,404,235.17,385.14,33.83,68.92,1,-1,-1,-1
7,403,153.80,351.68,37.97,57.44,1,-1,-1,-1
7,402,303.33,338.72,30.93,57.76,1,-1,-1,-1
7,401,995.33,301.61,26.57,57.00,1,-1,-1,-1
7,400,355.73,384.89,33.23,75.02,1,-1,-1,-1
7,399,387.80,366.42,35.59,83.13,1,-1,-1,-1
7,398,1047.43,309.58,22.60,58.83,1,-1,-1,-1
8,410,514.88,331.06,28.24,68.12,1,-1,-1,-1
8,408,1241.62,284.95,14.02,43.07,1,-1,-1,-1
8,407,1124.11,296.52,23.82,62.65,1,-1,-1,-1
8,406,1097.95,300.62,14.20,48.72,1,-1,-1,-1
8,405,1107.51,289.30,22.79,71.88,1,-1,-1,-1
8,404,224.00,384.81,36.33,71.94,1,-1,-1,-1
8,403,154.02,351.68,38.03,57.34,1,-1,-1,-1
8,402,302.91,338.36,31.13,58.50,1,-1,-1,-1
8,401,1000.51,301.55,27.29,56.60,1,-1,-1,-1
8,400,355.26,382.69,33.18,77.43,1,-1,-1,-1
8,399,377.57,369.05,30.43,79.13,1,-1,-1,-1
8,398,1053.85,308.96,21.49,57.80,1,-1,-1,-1
9,410,524.77,331.05,29.96,67.72,1,-1,-1,-1
9,409,1012.76,240.14,7.58,24.46,1,-1,-1,-1
9,408,1248.71,282.83,13.60,42.26,1,-1,-1,-1
9,407,1126.84,295.37,25.49,63.59,1,-1,-1,-1
9,406,1103.16,297.40,17.80,53.18,1,-1,-1,-1
9,405,1110.41,288.76,23.94,71.49,1,-1,-1,-1
9,404,212.48,386.20,34.73,71.12,1,-1,-1,-1
9,403,154.09,351.86,38.37,57.38,1,-1,-1,-1
9,402,303.44,337.88,31.44,59.29,1,-1,-1,-1
9,401,1007.92,301.21,26.34,54.69,1,-1,-1,-1
9,400,355.40,382.42,33.29,78.62,1,-1,-1,-1
9,398,1060.32,309.85,19.99,57.11,1,-1,-1,-1
10,412,1222.39,282.03,22.61,53.50,1,-1,-1,-1
10,410,534.52,330.84,28.30,67.31,1,-1,-1,-1
10,409,1010.33,240.06,7.93,25.21,1,-1,-1,-1
10,408,1252.11,279.88,13.45,42.38,1,-1,-1,-1
10,407,1132.73,294.40,25.51,63.98,1,-1,-1,-1
10,406,1106.51,296.53,20.17,55.05,1,-1,-1,-1
10,405,1118.98,289.00,21.77,68.31,1,-1,-1,-1
10,404,203.30,387.27,37.04,72.13,1,-1,-1,-1
10,403,152.71,351.39,39.07,57.92,1,-1,-1,-1
10,402,302.69,337.63,31.66,59.87,1,-1,-1,-1
10,401,1015.15,301.67,26.01,54.82,1,-1,-1,-1
10,400,356.16,379.77,34.45,81.35,1,-1,-1,-1
10,398,1066.11,308.92,22.36,59.64,1,-1,-1,-1
11,412,1208.17,284.16,23.15,52.79,1,-1,-1,-1
11,410,546.77,329.89,29.63,67.38,1,-1,-1,-1
11,409,1008.54,240.48,8.20,25.18,1,-1,-1,-1
11,408,1256.52,278.37,12.58,42.01,1,-1,-1,-1
11,407,1141.29,294.50,22.10,61.66,1,-1,-1,-1
11,406,1114.36,296.70,17.98,53.13,1,-1,-1,-1
11,405,1125.58,288.98,21.19,65.97,1,-1,-1,-1
11,404,193.24,389.22,38.76,72.81,1,-1,-1,-1
11,403,153.24,351.11,38.70,57.84,1,-1,-1,-1
11,402,303.32,337.59,31.77,59.91,1,-1,-1,-1
11,401,1020.16,301.63,25.87,54.50,1,-1,-1,-1
11,400,354.31,380.58,36.03,82.02,1,-1,-1,-1
11,398,1072.99,308.90,20.29,57.41,1,-1,-1,-1
12,412,1190.97,283.50,25.61,54.07,1,-1,-1,-1
12,410,553.92,329.41,33.27,69.08,1,-1,-1,-1
12,409,1006.74,240.09,8.88,25.34,1,-1,-1,-1
12,408,1259.98,276.64,12.19,42.32,1,-1,-1,-1
12,407,1148.70,294.51,25.59,63.05,1,-1,-1,-1
12,406,1121.75,296.26,16.76,52.11,1,-1,-1,-1
12,405,1130.50,289.59,22.62,66.49,1,-1,-1,-1
12,404,182.88,390.35,35.39,71.80,1,-1,-1,-1
12,403,153.23,351.34,38.58,57.82,1,-1,-1,-1
12,402,303.47,337.59,31.58,60.00,1,-1,-1,-1
12,401,1028.10,300.09,25.56,54.78,1,-1,-1,-1
12,400,355.71,380.89,34.23,81.34,1,-1,-1,-1
12,398,1081.02,309.05,18.67,56.53,1,-1,-1,-1
13,412,1176.82,284.35,27.73,55.92,1,-1,-1,-1
13,410,563.77,328.27,30.80,68.41,1,-1,-1,-1
13,409,1004.44,239.50,8.17,25.03,1,-1,-1,-1
13,408,1265.00,275.24,12.12,42.87,1,-1,-1,-1
13,407,1156.15,293.74,25.52,63.07,1,-1,-1,-1
13,406,1125.63,297.22,17.09,51.46,1,-1,-1,-1
13,405,1137.41,289.05,20.80,65.30,1,-1,-1,-1
13,404,172.39,390.06,37.75,73.08,1,-1,-1,-1
13,403,151.46,348.77,35.76,51.69,1,-1,-1,-1
13,401,1031.95,300.30,26.34,54.61,1,-1,-1,-1
13,400,356.38,380.93,34.77,81.09,1,-1,-1,-1
13,398,1087.00,308.65,20.84,57.82,1,-1,-1,-1
14,413,318.35,371.06,32.21,86.91,1,-1,-1,-1
14,412,1165.41,285.91,24.42,53.55,1,-1,-1,-1
14,410,576.52,327.33,30.20,67.93,1,-1,-1,-1
14,409,1002.44,239.74,8.16,26.08,1,-1,-1,-1
14,408,1266.94,274.96,12.06,43.45,1,-1,-1,-1
